Product,Purpose,experiment,run,Project_Name,run_label,Strain,strain_key,Feedstock_Parent1,Start_Time,Stop_Time,has_switch,is_multiple_OTR_strain,Viable_Cell_Density__g_over_L,Product_Flux_Viable_Cells__mmol_over_gDCW_over_h,Growth_Rate_Viable_Cells__1_over_h,Death_Rate_Avg__1_over_h,Death_Rate_Avg_Viable_Cells__1_over_h,TRS_Flux_Viable_Cells__mmol_over_gDCW_over_h,TRS_Flux__mmol_over_gDCW_over_h,TRS_for_Other_Viable_Cells__mmol_over_gDCW_over_h,sOUR_Viable_Cells__mmol_over_gDCW_over_h,TRS_to_Maintenance_Flux__mmol_over_gDCW_over_h,Est_Liquid_Solid_Yield__percent,Est_Liquid_Liquid_Yield__percent,Est_Recovery__percent,Protocol,Feed_Type,Overlay,has_overlay,Overlay_Concentration__Percent,Base_Used,Cell_Association_End__percent,Unadjusted_Productivity_g_l_h,Unadjusted_Yield_wt_percent,Product_O2_Ratio__mol_over_mol,Cell_Density_End__gDCW_over_L,Run_Execution,Run_Performance,Tank_Conditions1,Tank_Conditions2,Absolute_Interval,interval_day,interval_end_day,is_curated_interval,productivity_method,Unadjusted_TRS_consumption_rate__g_over_gDCW_over_h,TRS_for_Product__gTRS,TRS_for_Biomass__gTRS,TRS_for_Glycerol__gTRS,TRS_for_Other__gTRS,TRS__g,Interval_biomass__gDCW_over_L,TRS_consumed__g,Product_Produced__g,TRS_to_maint__g,Growth_Rate__hr_1,Flux__g_product_over_gDCW_over_hr,Product_Flux__mmol_over_gDCW_over_h,Target_OTR,OUR__mmol_O2_over_L_over_hr,sOUR___mmol_O2_over_gdcw_over_h,Generation,N,alpha_N,alpha_delta_N,alpha_gamma_N,beta_N,beta_delta_N,beta_gamma_N,delta_N,fail_N,fail_rate,gamma_N,pass_N,pass_rate,prob_alpha,prob_beta,prob_gamma,prob_delta,prob_alpha_delta,prob_alpha_gamma,prob_beta_delta,prob_beta_gamma,prob_gamma_given_alpha,prob_gamma_given_beta,prob_delta_given_alpha,prob_delta_given_beta,Titer_End__g_over_kg,Ethanol_End__g_over_L,Acetate_End__g_over_L,Glycerol_End__g_over_L,Mevalonate_End__g_over_L,Citrate_End__g_over_L,Pyruvate_End__g_over_L,Time_To_Target_OUR__h,seed_build_cell_source,missing_carbon__percent,product_carbon__percent,biomass_carbon__percent,co2_carbon__percent,citrate_carbon__percent,pyruvate_carbon__percent,succinate_carbon__percent,lactate_carbon__percent,glycerol_carbon__percent,formate_carbon__percent,acetate_carbon__percent,mevalonate_carbon__percent,ethanol_carbon__percent,Cap_Cane_PCV_End__percent,Cap_Feedstock_Solids_End__percent,Cap_Heavy_Em_End__percent,Cap_Light_Em_End__percent,Cap_Oil_Em_End__percent,Cap_PCV_End__percent,Cap_Dead_Cell_Layer_End__percent,Zeex9ieJAlt_end__g_L,Zeex9ieJ_mAU_sec_end__area,Zeex9ieJ_Screening_end__g_L,Zeex9ieJ_end__g_L,Zeex9ieJ_end__g_L,Zeex9ieJ_end__g_L,interval_type
Zeex9ieJ,MF,94CB02FEB7,9,Zeex9ieJ for All,12664-9,94CB02FEB7,9427397,m1098919,4/9/21 3:52 PM,160.56,0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.1536526986,49.62337,100,49.62337,42465F1271,NULL,NULL,0,NULL,NH4OH,NULL,0.07555,1.9955,0.00564,41.33684,alpha,delta,None; None; None,None; 0.50L; 30.00C; None,Day 0-2,2,2,0,NULL,0.0009170633926,2.71611,22.30555,NULL,10.79734,35.819,NULL,35.819,0.71477,10.79734,NULL,0.00183,0.007809366118,110,57.13978,1.38229676,1,21,18,3,15,3,1,2,4,6,0.2857142857,17,15,0.7142857143,0.8571428571,0.1428571429,0.8095238095,0.1904761905,0.1428571429,0.7142857143,0.04761904762,0.09523809524,0.8333333333,0.6666666667,0.1666666667,0.3333333333,2.75121,NULL,NULL,NULL,NULL,NULL,NULL,NULL,vial,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.57894,NULL,0.86059,0,0,14.53607,NULL,1.673583,0.19767,2.751213,0,0.150839,NULL,Cumulative
Zeex9ieJ,MF,B4EDDA67F0,7,Zeex9ieJ for All,16208-7,B4EDDA67F0,8770794,m1252714,9/30/21 2:31 PM,164.8,1,1,21.47170711,8.34E-05,0.03582059354,0.008950462344,0.01750059354,1.979234438,1.012255,1.592512161,4.740409763,0.814470669,NULL,NULL,NULL,42465F1271,NULL,Esterex A32,1,16,NH4OH,NULL,0.00023,0.0029,0.00001,42.71723,alpha,gamma,None; None; Esterex A32,None; 0.50L; 30.00C; Esterex A32,Day 0-5,5,5,0,NULL,0.003448275862,0.02824,52.96006,NULL,200.61168,253.59997,25.49834,253.59997,0.00743,200.61168,0.01832,0.00001,0.00004267413179,120,101.78469,2.382754921,1,21,21,8,13,0,0,0,8,8,0.380952381,13,13,0.619047619,1,0,0.619047619,0.380952381,0.380952381,0.619047619,0,0,0.619047619,NULL,0.380952381,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,vial,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.26904,NULL,4.29979,0,15.16871,18.57271,NULL,32.602826,0,0,0,0,NULL,Cumulative
Zeex9ieJ,MF,B4EDDA67F0,7,Zeex9ieJ for All,16208-7,B4EDDA67F0,8770794,m1252714,9/30/21 2:31 PM,164.8,1,1,21.52911598,0.001668791189,0.03756078613,0.00938528284,0.01835078613,2.27052117,1.16123,1.833521431,5.250165873,0.9377318827,NULL,NULL,NULL,42465F1271,NULL,Esterex A32,1,16,NH4OH,NULL,0.00853,0.0967,0.00032,42.54432,alpha,gamma,None; None; Esterex A32,None; 0.50L; 30.00C; Esterex A32,Day 0-6,6,6,0,NULL,0.002068252327,1.38457,71.89626,NULL,303.36518,376.64601,34.61544,376.64601,0.36436,303.36518,0.01921,0.0002,0.0008534826359,120,113.03143,2.656792493,1,21,21,8,13,0,0,0,8,8,0.380952381,13,13,0.619047619,1,0,0.619047619,0.380952381,0.380952381,0.619047619,0,0,0.619047619,NULL,0.380952381,NULL,0.6872,NULL,NULL,NULL,NULL,NULL,NULL,NULL,vial,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3.82156,NULL,0.62482,2.84801,16.94275,18.49753,NULL,41.977938,0.036193,0.45813,0,0,NULL,Cumulative
Zeex9ieJ,MF,B4EDDA67F0,7,Zeex9ieJ for All,16208-7,B4EDDA67F0,8770794,m1252714,9/30/21 2:31 PM,164.8,1,1,22.16038858,0.001084714273,0.04135401492,0.01033309381,0.02020401492,2.404124945,1.22956,1.891493458,5.363419489,0.9673809597,NULL,NULL,NULL,42465F1271,NULL,Esterex A32,1,16,NH4OH,0,0.00562,0.0595,0.0002,49.50113,alpha,gamma,None; None; Esterex A32,None; 0.50L; 30.00C; Esterex A32,Day 0-7,7,7,1,NULL,0.00218487395,1.12921,99.12149,0.32942,398.814,499.39412,47.72339,499.39412,0.29716,398.814,0.02115,0.00013,0.0005547637133,120,118.85546,2.401065592,1,21,21,8,13,0,0,0,8,8,0.380952381,13,13,0.619047619,1,0,0.619047619,0.380952381,0.380952381,0.619047619,0,0,0.619047619,NULL,0.380952381,NULL,0.26591,1.50569,1.12604,0.48267,0.29946,2.88285,0.38916,NULL,vial,38.29080644,0.1143662,10.86871154,49.01285962,0.544131818,0.07971220436,0.2134610086,0.0854047178,0.09452853983,0,0.2294985099,0.07291433648,0.3936050659,4.43105,NULL,3.96383,0,17.42276,21.52223,NULL,28.016754,0.00682,0.106362,0,0,0,Cumulative
Zeex9ieJ,MF,B4EDDA67F0,7,Zeex9ieJ for All,16208-7,B4EDDA67F0,8770794,m1252714,9/30/21 2:31 PM,164.8,1,1,22.16038858,0.001084714273,0.04135401492,0.01033309381,0.02020401492,2.404124945,1.22956,1.891493458,5.363419489,0.9673809597,NULL,NULL,NULL,42465F1271,NULL,Esterex A32,1,16,NH4OH,0,0.00562,0.0595,0.0002,49.50113,alpha,gamma,None; None; Esterex A32,None; 0.50L; 30.00C; Esterex A32,Day 0-7,7,7,1,NULL,0.00218487395,1.12921,99.12149,0.32942,398.814,499.39412,47.72339,499.39412,0.29716,398.814,0.02115,0.00013,0.0005547637133,120,118.85546,2.401065592,1,21,21,8,13,0,0,0,8,8,0.380952381,13,13,0.619047619,1,0,0.619047619,0.380952381,0.380952381,0.619047619,0,0,0.619047619,NULL,0.380952381,NULL,0.26591,1.50569,1.12604,0.48267,0.29946,2.88285,0.38916,NULL,vial,38.29080644,0.1143662,10.86871154,49.01285962,0.544131818,0.07971220436,0.2134610086,0.0854047178,0.09452853983,0,0.2294985099,0.07291433648,0.3936050659,4.43105,NULL,3.96383,0,17.42276,21.52223,NULL,28.016754,0.00682,0.106362,0,0,0,Curated
Zeex9ieJ,MF,B4EDDA67F0,7,Zeex9ieJ for All,16208-7,B4EDDA67F0,8770794,m1252714,9/30/21 2:31 PM,164.8,1,1,28.92683526,-0.001892886754,0.02528336031,0.004208322662,0.005333360308,1.0193858,0.804353,0.733169711,2.722018821,0.5785123321,NULL,NULL,NULL,42465F1271,NULL,Esterex A32,1,16,NH4OH,NULL,-0.01274,-0.2413,-0.00069,41.90577,alpha,gamma,None; None; Esterex A32,None; 0.50L; 30.00C; Esterex A32,Day 2-3,3,3,0,NULL,0.001450476585,-0.30977,9.6692,NULL,24.42609,33.78552,4.65537,33.78552,-0.08152,24.42609,0.01995,-0.00035,-0.001493594613,120,78.73939,1.878962969,1,21,21,8,13,0,0,0,8,8,0.380952381,13,13,0.619047619,1,0,0.619047619,0.380952381,0.380952381,0.619047619,0,0,0.619047619,NULL,0.380952381,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,vial,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.89753,NULL,1.06208,0,21.69035,18.2199,NULL,8.590764,0,0,0,0,NULL,Single
Zeex9ieJ,MF,B4EDDA67F0,7,Zeex9ieJ for All,16208-7,B4EDDA67F0,8770794,m1252714,9/30/21 2:31 PM,164.8,1,1,37.00699484,0,0.03085964028,0.005136474026,0.006509640276,1.484069883,1.171015,1.119053818,3.588645892,0.8829966978,NULL,NULL,NULL,42465F1271,NULL,Esterex A32,1,16,NH4OH,NULL,0,0,0,51.89485,alpha,gamma,None; None; Esterex A32,None; 0.50L; 30.00C; Esterex A32,Day 3-4,4,4,0,NULL,NULL,NULL,17.21371,NULL,54.52839,71.7421,8.28778,71.7421,0,54.52839,0.02435,0,0,120,132.805,2.559117138,1,21,21,8,13,0,0,0,8,8,0.380952381,13,13,0.619047619,1,0,0.619047619,0.380952381,0.380952381,0.619047619,0,0,0.619047619,NULL,0.380952381,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,vial,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.81364,NULL,0,1.76811,17.83758,22.56298,NULL,19.631837,0,0,0,0,NULL,Cumulative (Day 3-)
Zeex9ieJ,MF,B4EDDA67F0,7,Zeex9ieJ for All,16208-7,B4EDDA67F0,8770794,m1252714,9/30/21 2:31 PM,164.8,1,1,37.00699484,0,0.03085964028,0.005136474026,0.006509640276,1.484069883,1.171015,1.119053818,3.588645892,0.8829966978,NULL,NULL,NULL,42465F1271,NULL,Esterex A32,1,16,NH4OH,NULL,0,0,0,51.89485,alpha,gamma,None; None; Esterex A32,None; 0.50L; 30.00C; Esterex A32,Day 3-4,4,4,0,NULL,NULL,NULL,17.21371,NULL,54.52839,71.7421,8.28778,71.7421,0,54.52839,0.02435,0,0,120,132.805,2.559117138,1,21,21,8,13,0,0,0,8,8,0.380952381,13,13,0.619047619,1,0,0.619047619,0.380952381,0.380952381,0.619047619,0,0,0.619047619,NULL,0.380952381,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,vial,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.81364,NULL,0,1.76811,17.83758,22.56298,NULL,19.631837,0,0,0,0,NULL,Single
Zeex9ieJ,MF,B4EDDA67F0,7,Zeex9ieJ for All,16208-7,B4EDDA67F0,8770794,m1252714,9/30/21 2:31 PM,164.8,1,1,23.2734559,0,0.03417816457,0.008540069966,0.01669816457,2.693270653,1.37744,2.258496902,6.037514609,1.155080337,NULL,NULL,NULL,42465F1271,NULL,Esterex A32,1,16,NH4OH,NULL,0,0,0,42.71723,alpha,gamma,None; None; Esterex A32,None; 0.50L; 30.00C; Esterex A32,Day 3-5,5,5,0,NULL,NULL,NULL,26.141,NULL,152.38003,178.52103,12.58594,178.52103,0,152.38003,0.01748,0,0,120,140.51383,3.289394701,1,21,21,8,13,0,0,0,8,8,0.380952381,13,13,0.619047619,1,0,0.619047619,0.380952381,0.380952381,0.619047619,0,0,0.619047619,NULL,0.380952381,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,vial,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.26904,NULL,4.29979,0,15.16871,18.57271,NULL,32.602826,0,0,0,0,NULL,Cumulative (Day 3-)
Zeex9ieJ,MF,B4EDDA67F0,7,Zeex9ieJ for All,16208-7,B4EDDA67F0,8770794,m1252714,9/30/21 2:31 PM,164.8,1,1,22.89478235,0.002503186784,0.03707196798,0.009263142251,0.01811196798,2.861779954,1.463622,2.36240374,6.285675827,1.208222205,NULL,NULL,NULL,42465F1271,NULL,Esterex A32,1,16,NH4OH,NULL,0.01362,0.1184,0.0004,42.54432,alpha,gamma,None; None; Esterex A32,None; 0.50L; 30.00C; Esterex A32,Day 3-6,6,6,0,NULL,0.002533783784,1.35633,45.07721,NULL,255.13354,301.56707,21.70304,301.56707,0.35693,255.13354,0.01896,0.0003,0.001280223954,120,143.90918,3.382570928,1,21,21,8,13,0,0,0,8,8,0.380952381,13,13,0.619047619,1,0,0.619047619,0.380952381,0.380952381,0.619047619,0,0,0.619047619,NULL,0.380952381,NULL,0.6872,NULL,NULL,NULL,NULL,NULL,NULL,NULL,vial,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3.82156,NULL,0.62482,2.84801,16.94275,18.49753,NULL,41.977938,0.036193,0.45813,0,0,NULL,Cumulative (Day 3-)
Zeex9ieJ,MF,B4EDDA67F0,7,Zeex9ieJ for All,16208-7,B4EDDA67F0,8770794,m1252714,9/30/21 2:31 PM,164.8,1,1,23.37917518,0.001418472511,0.04192104396,0.01047477689,0.02048104396,2.838778127,1.451858,2.290561592,6.148408099,1.171479426,NULL,NULL,NULL,42465F1271,NULL,Esterex A32,1,16,NH4OH,0,0.00797,0.0683,0.00024,49.50113,alpha,gamma,None; None; Esterex A32,None; 0.50L; 30.00C; Esterex A32,Day 3-7,7,7,0,NULL,0.002489019034,1.10097,72.30243,0.32942,350.58235,424.31518,34.81099,424.31518,0.28973,350.58235,0.02144,0.00017,0.0007254602405,120,143.74471,2.903867245,1,21,21,8,13,0,0,0,8,8,0.380952381,13,13,0.619047619,1,0,0.619047619,0.380952381,0.380952381,0.619047619,0,0,0.619047619,NULL,0.380952381,NULL,0.26591,1.50569,1.12604,0.48267,0.29946,2.88285,0.38916,NULL,vial,39.17563756,0.1312368,9.330780862,49.34594256,0.6404112868,0.09381659678,0.2512311073,0.1005163518,0.111254556,0,0.2701063073,0.08581590435,0.463250114,4.43105,NULL,3.96383,0,17.42276,21.52223,NULL,28.016754,0.00682,0.106362,0,0,0,Cumulative (Day 3-)
Zeex9ieJ,MF,B4EDDA67F0,7,Zeex9ieJ for All,16208-7,B4EDDA67F0,8770794,m1252714,9/30/21 2:31 PM,164.8,1,1,11.06104064,0,0.04537702198,0.008129182725,0.03476702198,6.262760369,1.464351,5.590998,13.28344635,1.307280341,NULL,NULL,NULL,42465F1271,NULL,Esterex A32,1,16,NH4OH,NULL,0,0,0,42.71723,alpha,gamma,None; None; Esterex A32,None; 0.50L; 30.00C; Esterex A32,Day 4-5,5,5,0,NULL,NULL,NULL,8.92729,NULL,97.85165,106.77894,4.29817,106.77894,0,97.85165,0.01061,0,0,120,146.92874,3.439566189,1,21,21,8,13,0,0,0,8,8,0.380952381,13,13,0.619047619,1,0,0.619047619,0.380952381,0.380952381,0.619047619,0,0,0.619047619,NULL,0.380952381,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,vial,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.26904,NULL,4.29979,0,15.16871,18.57271,NULL,32.602826,0,0,0,0,NULL,Single
Zeex9ieJ,MF,B4EDDA67F0,7,Zeex9ieJ for All,16208-7,B4EDDA67F0,8770794,m1252714,9/30/21 2:31 PM,164.8,1,1,9.967877046,0.01514828241,0.09284968399,0.01663379425,0.07113968399,6.961758964,1.62779,5.669669085,14.98040549,1.325675119,NULL,NULL,NULL,42465F1271,NULL,Esterex A32,1,16,NH4OH,NULL,0.03534,0.2901,0.00101,42.54432,alpha,gamma,None; None; Esterex A32,None; 0.50L; 30.00C; Esterex A32,Day 5-6,6,6,0,NULL,0.002861082385,1.35633,18.93621,NULL,102.7535,123.04604,9.11709,123.04604,0.35693,102.7535,0.02171,0.00083,0.003541952939,120,149.32284,3.509818467,1,21,21,8,13,0,0,0,8,8,0.380952381,13,13,0.619047619,1,0,0.619047619,0.380952381,0.380952381,0.619047619,0,0,0.619047619,NULL,0.380952381,NULL,0.6872,NULL,NULL,NULL,NULL,NULL,NULL,NULL,vial,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3.82156,NULL,0.62482,2.84801,16.94275,18.49753,NULL,41.977938,0.036193,0.45813,0,0,NULL,Single
Zeex9ieJ,MF,B4EDDA67F0,7,Zeex9ieJ for All,16208-7,B4EDDA67F0,8770794,m1252714,9/30/21 2:31 PM,164.8,1,1,NULL,NULL,NULL,NULL,NULL,NULL,1.487898,NULL,NULL,1.133617669,NULL,NULL,NULL,42465F1271,NULL,Esterex A32,1,16,NH4OH,0,-0.00661,-0.0547,-0.0002,49.50113,alpha,gamma,None; None; Esterex A32,None; 0.50L; 30.00C; Esterex A32,Day 6-7,7,7,0,NULL,0.002559414991,-0.25536,27.22523,0.32942,95.44882,122.74811,13.10796,122.74811,-0.0672,95.44882,0.0286,-0.00014,-0.0005974378451,120,143.32064,2.89530037,1,21,21,8,13,0,0,0,8,8,0.380952381,13,13,0.619047619,1,0,0.619047619,0.380952381,0.380952381,0.619047619,0,0,0.619047619,NULL,0.380952381,NULL,0.26591,1.50569,1.12604,0.48267,0.29946,2.88285,0.38916,NULL,vial,32.05279961,-0.1052217,12.14536046,48.93677041,2.213771197,0.3243048398,0.8684546958,0.3474645263,0.3845843082,0,0.9337024123,0.2966480779,1.601361158,4.43105,NULL,3.96383,0,17.42276,21.52223,NULL,28.016754,0.00682,0.106362,0,0,0,Single
Zeex9ieJ,MF,B4EDDA67F0,8,Zeex9ieJ for All,16209-8,B4EDDA67F0,8770794,m1252714,9/30/21 2:32 PM,163.7,1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.3878040921,NULL,NULL,NULL,42465F1271,NULL,Esterex A32,1,16,NH4OH,NULL,0.02597,0.6515,0.00189,31.514,alpha,gamma,None; None; Esterex A32,None; 0.50L; 30.00C; Esterex A32,Day 0-2,2,2,0,NULL,0.001258633922,0.89833,15.36258,NULL,20.02725,36.28815,7.39652,36.28815,0.2364,20.02725,NULL,0.00082,0.003499278807,120,58.62292,1.860218316,1,21,21,8,13,0,0,0,8,8,0.380952381,13,13,0.619047619,1,0,0.619047619,0.380952381,0.380952381,0.619047619,0,0,0.619047619,NULL,0.380952381,NULL,0.98748,NULL,NULL,NULL,NULL,NULL,NULL,NULL,vial,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.5299,NULL,0,4.76911,25.58668,13.70174,NULL,5.052708,0.024496,0.65832,0,0,NULL,Cumulative
Zeex9ieJ,MF,B4EDDA67F0,8,Zeex9ieJ for All,16209-8,B4EDDA67F0,8770794,m1252714,9/30/21 2:32 PM,163.7,1,1,28.81183058,0.0002573046664,0.01988536741,0.002815618511,0.00339536741,0.6978449525,0.57869,0.5872777371,2.373676668,0.4870018082,NULL,NULL,NULL,42465F1271,NULL,Esterex A32,1,16,NH4OH,NULL,0.00163,0.0359,0.0001,37.97463,alpha,gamma,None; None; Esterex A32,None; 0.50L; 30.00C; Esterex A32,Day 0-3,3,3,0,NULL,0.00139275766,0.09156,22.08057,NULL,44.98181,67.15394,10.63099,67.15394,0.02409,44.98181,0.01649,0.00005,0.000213370659,120,68.38997,1.800938416,1,21,21,8,13,0,0,0,8,8,0.380952381,13,13,0.619047619,1,0,0.619047619,0.380952381,0.380952381,0.619047619,0,0,0.619047619,NULL,0.380952381,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,vial,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.72958,NULL,0.74544,0,25.74148,16.51071,NULL,7.838313,0,0,0,0,NULL,Cumulative
Zeex9ieJ,MF,B4EDDA67F0,8,Zeex9ieJ for All,16209-8,B4EDDA67F0,8770794,m1252714,9/30/21 2:32 PM,163.7,1,1,33.20863763,0.0001543827998,0.0266504924,0.003773509345,0.004550492405,1.015353613,0.841985,0.6985965507,2.677444073,0.5793132651,NULL,NULL,NULL,42465F1271,NULL,Esterex A32,1,16,NH4OH,NULL,0.00113,0.0189,0.00005,50.65071,alpha,gamma,None; None; Esterex A32,None; 0.50L; 30.00C; Esterex A32,Day 0-4,4,4,0,NULL,0.001587301587,0.09156,38.65619,NULL,88.88645,127.6342,18.61155,127.6342,0.02409,88.88645,0.0221,0.00003,0.0001280223954,120,88.91427,1.755439756,1,21,21,8,13,0,0,0,8,8,0.380952381,13,13,0.619047619,1,0,0.619047619,0.380952381,0.380952381,0.619047619,0,0,0.619047619,NULL,0.380952381,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,vial,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.93182,NULL,0,1.52198,19.50613,22.02205,NULL,17.845346,0,0,0,0,NULL,Cumulative
Zeex9ieJ,MF,B4EDDA67F0,8,Zeex9ieJ for All,16209-8,B4EDDA67F0,8770794,m1252714,9/30/21 2:32 PM,163.7,1,1,20.31128324,0.0001715948061,0.03725502575,0.009313501203,0.01872502575,2.03207166,1.010717,1.631154193,5.147860366,0.8113076447,NULL,NULL,NULL,42465F1271,NULL,Esterex A32,1,16,NH4OH,NULL,0.0008,0.0105,0.00003,43.20601,alpha,gamma,None; None; Esterex A32,None; 0.50L; 30.00C; Esterex A32,Day 0-5,5,5,0,NULL,0.001904761905,0.09156,48.44261,NULL,180.45659,228.99077,23.32336,228.99077,0.02409,180.45659,0.01853,0.00002,0.00008534826359,120,104.55965,2.420025594,1,21,21,8,13,0,0,0,8,8,0.380952381,13,13,0.619047619,1,0,0.619047619,0.380952381,0.380952381,0.619047619,0,0,0.619047619,NULL,0.380952381,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,vial,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.01753,NULL,3.75704,0,16.0144,18.78522,NULL,31.702724,0,0,0,0,NULL,Cumulative
Zeex9ieJ,MF,B4EDDA67F0,8,Zeex9ieJ for All,16209-8,B4EDDA67F0,8770794,m1252714,9/30/21 2:32 PM,163.7,1,1,20.5380499,8.58E-05,0.03894386663,0.009735699854,0.01957386663,2.340542469,1.164145,1.907015189,5.567912268,0.9485160925,NULL,NULL,NULL,42465F1271,NULL,Esterex A32,1,16,NH4OH,NULL,0.0006,0.0069,0.00002,43.11594,alpha,gamma,None; None; Esterex A32,None; 0.50L; 30.00C; Esterex A32,Day 0-6,6,6,0,NULL,0.001449275362,0.09156,66.9481,NULL,281.6603,348.69996,32.23308,348.69996,0.02409,281.6603,0.01937,0.00001,0.00004267413179,120,114.35406,2.65224555,1,21,21,8,13,0,0,0,8,8,0.380952381,13,13,0.619047619,1,0,0.619047619,0.380952381,0.380952381,0.619047619,0,0,0.619047619,NULL,0.380952381,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,vial,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3.56018,NULL,0.67738,3.48141,16.5879,18.74606,NULL,38.355477,0,0,0,0,NULL,Cumulative
Zeex9ieJ,MF,B4EDDA67F0,8,Zeex9ieJ for All,16209-8,B4EDDA67F0,8770794,m1252714,9/30/21 2:32 PM,163.7,1,1,21.13099954,8.58E-05,0.0424019694,0.01060020185,0.0213119694,2.494007842,1.240476,1.995952336,5.737561054,0.9927518782,NULL,NULL,NULL,42465F1271,NULL,Esterex A32,1,16,NH4OH,NULL,0.00049,0.0052,0.00002,48.44508,alpha,gamma,None; None; Esterex A32,None; 0.50L; 30.00C; Esterex A32,Day 0-7,7,7,1,NULL,0.001923076923,0.09156,91.48283,0.51122,374.23802,466.32364,44.04566,466.32364,0.02409,374.23802,0.02109,0.00001,0.00004267413179,120,121.2404,2.502635975,1,21,21,8,13,0,0,0,8,8,0.380952381,13,13,0.619047619,1,0,0.619047619,0.380952381,0.380952381,0.619047619,0,0,0.619047619,NULL,0.380952381,NULL,NULL,2.17721,1.07753,0.76935,0.23274,2.77553,0.52549,NULL,vial,37.75717485,0.0099288,10.74251142,49.45001724,0.5610272992,0.1152702069,0.2175972502,0.07972958799,0.161358777,0,0.2351859723,0.0606877631,0.6095108289,3.55888,NULL,5.37651,0,18.09989,21.06308,NULL,28.274139,0,0,0,0,0,Cumulative
Zeex9ieJ,MF,B4EDDA67F0,8,Zeex9ieJ for All,16209-8,B4EDDA67F0,8770794,m1252714,9/30/21 2:32 PM,163.7,1,1,21.13099954,8.58E-05,0.0424019694,0.01060020185,0.0213119694,2.494007842,1.240476,1.995952336,5.737561054,0.9927518782,NULL,NULL,NULL,42465F1271,NULL,Esterex A32,1,16,NH4OH,NULL,0.00049,0.0052,0.00002,48.44508,alpha,gamma,None; None; Esterex A32,None; 0.50L; 30.00C; Esterex A32,Day 0-7,7,7,1,NULL,0.001923076923,0.09156,91.48283,0.51122,374.23802,466.32364,44.04566,466.32364,0.02409,374.23802,0.02109,0.00001,0.00004267413179,120,121.2404,2.502635975,1,21,21,8,13,0,0,0,8,8,0.380952381,13,13,0.619047619,1,0,0.619047619,0.380952381,0.380952381,0.619047619,0,0,0.619047619,NULL,0.380952381,NULL,NULL,2.17721,1.07753,0.76935,0.23274,2.77553,0.52549,NULL,vial,37.75717485,0.0099288,10.74251142,49.45001724,0.5610272992,0.1152702069,0.2175972502,0.07972958799,0.161358777,0,0.2351859723,0.0606877631,0.6095108289,3.55888,NULL,5.37651,0,18.09989,21.06308,NULL,28.274139,0,0,0,0,0,Curated
